ids,plain_text,No,sentences,anncomplete_1,entities_1,relations_1,1_Relevant_1,Action1-PentaClass_1,Action1_CAMEO_1,Action2-PentaClass_1,Action2_CAMEO_1,Action3-PentaClass_1,Action3_CAMEO_1,anncomplete_2,entities_2,relations_2,anncomplete_3,entities_3,relations_3,1_Relevant_3,Action1-PentaClass_3,Action1_CAMEO_3,Action2-PentaClass_3,Action2_CAMEO_3,Action3-PentaClass_3,Action3_CAMEO_3,Comments_3,anncomplete_4,entities_4,relations_4,1_Relevant_4,Action1-PentaClass_4,Action1_CAMEO_4,Action2-PentaClass_4,Action2_CAMEO_4,Action3-PentaClass_4,Action3_CAMEO_4,anncomplete_5,entities_5,relations_5,1_Relevant_5,Action1-PentaClass_5,Action1_CAMEO_5,Action2-PentaClass_5,Action2_CAMEO_5,Action3-PentaClass_5,Action3_CAMEO_5,Action4-PentaClass_5,Action4_CAMEO_5
ax2in51AqnmWnI40nZoHBmVuyhYK-cameo_200.csv_34,"No. 167 sentences NAIROBI, Kenya Kenya's leading opposition party on Wednesday accused the government of stonewalling in negotiations to resolve the country's festering political crisis and threatened to resume protests if a power-sharing agreement was not reached within",No. 167 ,"NAIROBI, Kenya Kenya's leading opposition party on Wednesday accused the government of stonewalling in negotiations to resolve the country's festering political crisis and threatened to resume protests if a power-sharing agreement was not reached within",True,[],[],False,,,,,,,False,[],[],True,"[('Location', 'NAIROBI', 0), ('Location', 'Kenya', 9), ('Source-1', ""Kenya's leading opposition party"", 15), ('Time', 'Wednesday', 51), ('Action-1', 'accused', 61), ('Target-1', 'the government', 69), ('Action-2', 'threatened to resume protests', 172)]","[[('Source-1', ""Kenya's leading opposition party""), ('Action-1', 'accused')], [('Action-1', 'accused'), ('Target-1', 'the government')], [('Source-1', ""Kenya's leading opposition party""), ('Action-2', 'threatened to resume protests')]]",True,3-Verbal Conflict,3-11 Disapprove,3-Verbal Conflict,3-13 Threaten,,,,True,"[('Location', 'NAIROBI, Kenya', 0), ('Source-1', ""Kenya's leading opposition party"", 15), ('Time', 'Wednesday', 51), ('Action-1', 'accused', 61), ('Target-1', 'government', 73), ('Action-2', 'hreatened to resume protests', 173)]","[[('Source-1', ""Kenya's leading opposition party""), ('Action-1', 'accused')], [('Action-1', 'accused'), ('Target-1', 'government')], [('Source-1', ""Kenya's leading opposition party""), ('Action-2', 'hreatened to resume protests')]]",True,3-Verbal Conflict,3-12 Reject,3-Verbal Conflict,3-13 Threaten,,,True,"[('Location', 'NAIROBI, Kenya', 0), ('Source-1', ""Kenya's leading opposition party"", 15), ('Time', 'Wednesday', 51), ('Action-1', 'accused', 61), ('Target-1', 'government', 73), ('Target-2', 'government', 73), ('Action-2', 'threatened', 172)]","[[('Source-1', ""Kenya's leading opposition party""), ('Action-1', 'accused')], [('Action-1', 'accused'), ('Target-1', 'government')], [('Action-2', 'threatened'), ('Target-2', 'government')], [('Source-1', ""Kenya's leading opposition party""), ('Action-2', 'threatened')]]",True,3-Verbal Conflict,3-11 Disapprove,3-Verbal Conflict,3-13 Threaten,,,,
aYZLWd8yTIQv0SnLO6CSslfO3e9u-cameo_200.csv_37,"No. 164 sentences ALGIERS, Oct. 27 (Xinhua) -- The National Union of Magistrates (NUM) in Algeria on Sunday said in a statement that it has begun an unlimited strike to protest against ""lack of independence of the judiciary.""",No. 164 ,"ALGIERS, Oct. 27 (Xinhua) -- The National Union of Magistrates (NUM) in Algeria on Sunday said in a statement that it has begun an unlimited strike to protest against ""lack of independence of the judiciary.""",True,"[('Source-1', 'National Union of Magistrates', 33), ('Location', 'Algeria', 72), ('Time', 'Sunday', 83), ('Action-1', 'said', 90)]","[[('Action-1', 'said'), ('Source-1', 'National Union of Magistrates')]]",True,0-Make a Statement,0-1 Make Public Statement,,,,,False,[],[],True,"[('Location', 'ALGIERS', 0), ('Time', 'Oct. 27', 9), ('Source-1', 'The National Union of Magistrates (NUM)', 29), ('Location', 'Algeria', 72), ('Time', 'Sunday', 83), ('Action-1', 'said', 90), ('Action-2', 'has begun an unlimited strike to protest', 118)]","[[('Source-1', 'The National Union of Magistrates (NUM)'), ('Action-1', 'said')], [('Source-1', 'The National Union of Magistrates (NUM)'), ('Action-2', 'has begun an unlimited strike to protest')]]",True,0-Make a Statement,0-1 Make Public Statement,4-Material Conflict,4-14 Protest,,,,True,"[('Location', 'ALGIERS', 0), ('Time', 'Oct. 27', 9), ('Source-1', 'The National Union of Magistrates (NUM)', 29), ('Source-1', 'The National Union of Magistrates (NUM)', 29), ('Source-2', 'The National Union of Magistrates (NUM) i', 29), ('Action-1', 'said in a statement', 90), ('Action-2', 'begun an unlimited strike to protest against', 122), ('Target-2', 'lack of independence of the judiciary.', 168)]","[[('Source-1', 'The National Union of Magistrates (NUM)'), ('Action-1', 'said in a statement')], [('Action-2', 'begun an unlimited strike to protest against'), ('Target-2', 'lack of independence of the judiciary.')], [('Source-1', 'The National Union of Magistrates (NUM)'), ('Action-2', 'begun an unlimited strike to protest against')]]",True,0-Make a Statement,0-1 Make Public Statement,4-Material Conflict,4-14 Protest,,,True,"[('Source-1', 'National Union of Magistrates', 33), ('Location', 'Algeria', 72), ('Time', 'Sunday', 83), ('Action-1', 'said', 90), ('Action-2', 'strike', 141), ('Action-2', 'protest', 151)]","[[('Source-1', 'National Union of Magistrates'), ('Action-1', 'said')], [('Source-1', 'National Union of Magistrates'), ('Action-2', 'strike')], [('Source-1', 'National Union of Magistrates'), ('Action-2', 'protest')]]",True,0-Make a Statement,0-1 Make Public Statement,4-Material Conflict,4-14 Protest,,,,
ah33ZgxD1zzRa1Hkfo41zKGg9nlG-cameo_200.csv_32,No. 169 sentences The legislators and senators of the Pakistan Peoples Party from Sindh will contribute their one-month salary to the emergency relief fund for the assistance of rain-hit people in the province.,No. 169 ,The legislators and senators of the Pakistan Peoples Party from Sindh will contribute their one-month salary to the emergency relief fund for the assistance of rain-hit people in the province.,True,[],[],False,,,,,,,False,[],[],True,"[('Source-1', 'legislators and senators of the Pakistan Peoples Party', 4), ('Location', 'Sindh', 64), ('Action-1', 'will contribute their one-month salary to the emergency relief fund', 70)]","[[('Source-1', 'legislators and senators of the Pakistan Peoples Party'), ('Action-1', 'will contribute their one-month salary to the emergency relief fund')]]",True,2-Material Cooperation,2-7 Provide Aid,,,,,,True,"[('Source-1', 'The legislators and senators of the Pakistan Peoples Party', 0), ('Action-1', 'will contribute their one-month salary', 70), ('Target-1', 'emergency relief fund', 116)]","[[('Source-1', 'The legislators and senators of the Pakistan Peoples Party'), ('Action-1', 'will contribute their one-month salary')], [('Action-1', 'will contribute their one-month salary'), ('Target-1', 'emergency relief fund')]]",True,2-Material Cooperation,2-7 Provide Aid,,,,,True,"[('Source-1', 'legislators and senators of the Pakistan Peoples Party', 4), ('Location', 'Sindh', 64), ('Action-1', 'will contribute', 70), ('Target-1', 'rain-hit people in the province', 160)]","[[('Source-1', 'legislators and senators of the Pakistan Peoples Party'), ('Action-1', 'will contribute')], [('Action-1', 'will contribute'), ('Target-1', 'rain-hit people in the province')]]",True,2-Material Cooperation,2-7 Provide Aid,,,,,,
aaA6CukHxSWONqcWpVvKKrsnNUCK-cameo_200.csv_68,"No. 133 sentences The motor ship Sparta carrying 475 tonnes of humanitarian aid for the war-torn regions of Syria arrived at the logistics center of the Russian Navy in Tartus, Viktor Alekseev, deputy commander of the Russian Armed Force",No. 133 ,"The motor ship Sparta carrying 475 tonnes of humanitarian aid for the war-torn regions of Syria arrived at the logistics center of the Russian Navy in Tartus, Viktor Alekseev, deputy commander of the Russian Armed Force",True,"[('Source-1', '475 tonnes of humanitarian aid', 31), ('Target-1', 'war-torn regions of Syria', 70), ('Action-1', 'arrived', 96), ('Location', 'Tartus', 151)]","[[('Source-1', '475 tonnes of humanitarian aid'), ('Action-1', 'arrived')], [('Target-1', 'war-torn regions of Syria'), ('Action-1', 'arrived')]]",True,2-Material Cooperation,2-7 Provide Aid,,,,,False,[],[],True,"[('Source-1', 'motor ship Sparta', 4), ('Action-1', 'carrying 475 tonnes of humanitarian aid', 22), ('Target-1', 'war-torn regions of Syria', 70), ('Location', 'Tartus', 151)]","[[('Source-1', 'motor ship Sparta'), ('Action-1', 'carrying 475 tonnes of humanitarian aid')], [('Action-1', 'carrying 475 tonnes of humanitarian aid'), ('Target-1', 'war-torn regions of Syria')]]",True,2-Material Cooperation,2-7 Provide Aid,,,,,,True,[],[],False,,,,,,,True,[],[],False,,,,,,,,
aoGYDnvT54zhq7C4FOZBruijrpUO-cameo_200.csv_67,No. 134 sentences It is a long time since a government came up with a giveaway budget on the scale of that presented to parliament by Rishi Sunak: a PS30bn stimulus package designed to demonstrate that the age of austerity is well and truly over.,No. 134 ,It is a long time since a government came up with a giveaway budget on the scale of that presented to parliament by Rishi Sunak: a PS30bn stimulus package designed to demonstrate that the age of austerity is well and truly over.,True,[],[],False,,,,,,,False,[],[],True,"[('Source-1', 'government', 26), ('Action-1', 'came up with a giveaway budget', 37), ('Action-1', 'presented', 89), ('Target-1', 'parliament', 102), ('Source-1', 'Rishi Sunak', 116)]","[[('Source-1', 'government'), ('Action-1', 'came up with a giveaway budget')], [('Source-1', 'government'), ('Action-1', 'presented')], [('Source-1', 'Rishi Sunak'), ('Action-1', 'came up with a giveaway budget')], [('Source-1', 'Rishi Sunak'), ('Action-1', 'presented')], [('Action-1', 'came up with a giveaway budget'), ('Target-1', 'parliament')], [('Action-1', 'presented'), ('Target-1', 'parliament')]]",True,1-Verbal Cooperation,1-3 Express Intent to Coop,,,,,,True,[],[],False,,,,,,,True,"[('Action-1', 'presented', 89), ('Target-1', 'parliament', 102), ('Source-1', 'Rishi Sunak', 116)]","[[('Source-1', 'Rishi Sunak'), ('Action-1', 'presented')], [('Action-1', 'presented'), ('Target-1', 'parliament')]]",True,1-Verbal Cooperation,0-2 Appeal,,,,,,
apmqwLMj0G.vQAVWOEvYay8.jWU8-cameo_200.csv_66,"No. 135 sentences The Philippine military on Tuesday rescued almost 80 of the 100 hostages being held by Muslim rebels, a major breakthrough in a battle that has paralyzed an important southern city for more than a week.",No. 135 ,"The Philippine military on Tuesday rescued almost 80 of the 100 hostages being held by Muslim rebels, a major breakthrough in a battle that has paralyzed an important southern city for more than a week.",True,"[('Source-1', 'Philippine military', 4), ('Time', 'Tuesday', 27), ('Action-1', 'rescued', 35), ('Target-1', 'hostages', 64), ('Target-2', 'hostages', 64), ('Action-2', 'being held', 73), ('Source-2', 'Muslim rebels', 87)]","[[('Source-1', 'Philippine military'), ('Action-1', 'rescued')], [('Target-1', 'hostages'), ('Action-1', 'rescued')], [('Source-2', 'Muslim rebels'), ('Action-2', 'being held')], [('Action-2', 'being held'), ('Target-2', 'hostages')]]",True,2-Material Cooperation,2-7 Provide Aid,4-Material Conflict,4-17 Coerce,,,False,[],[],True,"[('Source-1', 'Philippine military', 4), ('Time', 'Tuesday', 27), ('Action-1', 'rescued', 35), ('Target-1', 'hostages', 64), ('Target-2', 'hostages', 64), ('Action-2', 'held', 79), ('Source-2', 'Muslim rebels', 87), ('Location', 'southern city', 167)]","[[('Source-1', 'Philippine military'), ('Action-1', 'rescued')], [('Action-1', 'rescued'), ('Target-1', 'hostages')], [('Source-2', 'Muslim rebels'), ('Action-2', 'held')], [('Action-2', 'held'), ('Target-2', 'hostages')]]",True,2-Material Cooperation,2-7 Provide Aid,4-Material Conflict,4-18 Assualt,,,,True,"[('Source-1', 'The Philippine military', 0), ('Action-1', 'rescued', 35), ('Target-1', '80 of the 100 hostages being held by Muslim rebels', 50)]","[[('Source-1', 'The Philippine military'), ('Action-1', 'rescued')], [('Action-1', 'rescued'), ('Target-1', '80 of the 100 hostages being held by Muslim rebels')]]",True,2-Material Cooperation,2-7 Provide Aid,,,,,True,"[('Source-1', 'Philippine military', 4), ('Time', 'Tuesday', 27), ('Action-1', 'rescued', 35), ('Target-1', 'hostages', 64), ('Target-2', 'hostages', 64), ('Action-2', 'held', 79), ('Source-2', 'Muslim rebels', 87), ('Location', 'southern city', 167)]","[[('Source-1', 'Philippine military'), ('Action-1', 'rescued')], [('Action-1', 'rescued'), ('Target-1', 'hostages')], [('Source-2', 'Muslim rebels'), ('Action-2', 'held')], [('Action-2', 'held'), ('Target-2', 'hostages')]]",True,2-Material Cooperation,2-6 Engage in Material Coop,4-Material Conflict,4-18 Assualt,,,,
aTN5rhm9MjWyNsseUNa4NgcMCj9u-cameo_200.csv_69,No. 132 sentences Health officials say winter flu is just starting to show up in the U.S. while swine flu infections continue to wane.,No. 132 ,Health officials say winter flu is just starting to show up in the U.S. while swine flu infections continue to wane.,True,[],[],False,,,,,,,False,[],[],True,[],[],False,,,,,,,,True,[],[],False,,,,,,,True,[],[],False,,,,,,,,
aBMSUWKzNbGExCVmJDeaTXzhS58u-cameo_200.csv_70,No. 131 sentences SINGAPORE: This year's National Day Rally comes as Singapore celebrates 50 years of nationhood.,No. 131 ,SINGAPORE: This year's National Day Rally comes as Singapore celebrates 50 years of nationhood.,True,[],[],False,,,,,,,False,[],[],True,"[('Location', 'SINGAPORE', 0), ('Time', 'This year', 11), ('Action-1', 'National Day Rally', 23)]",[],True,0-Make a Statement,0-1 Make Public Statement,,,,,,True,[],[],False,,,,,,,True,[],[],False,,,,,,,,
aVwa1z6qorRbQXEHj_uEwDY0UkYm-cameo_200.csv_62,"No. 139 sentences George Washington is a mainstay of history books for fighting everything from the British Empire to a cherry tree, but his private battles may have been the fiercest.",No. 139 ,"George Washington is a mainstay of history books for fighting everything from the British Empire to a cherry tree, but his private battles may have been the fiercest.",True,[],[],False,,,,,,,False,[],[],True,[],[],False,,,,,,,,True,[],[],False,,,,,,,True,[],[],False,,,,,,,,
a5pQF6wTsyoQ9izXBwF7Z8lO77Fm-cameo_200.csv_63,"No. 138 sentences A driver arrested for being three times over the legal drink drive limit was found ""optimistically"" trying to change a tyre after a crash, police said.",No. 138 ,"A driver arrested for being three times over the legal drink drive limit was found ""optimistically"" trying to change a tyre after a crash, police said.",True,[],[],False,,,,,,,False,[],[],True,[],[],False,,,,,,,,True,[],[],False,,,,,,,True,[],[],False,,,,,,,,
a6Nf4BBEZ.GuDENhw4xlQxeNAnHK-cameo_200.csv_64,"No. 137 sentences As Americans across the nation head to the polls this Election Day Tuesday, President Obama conducts meetings on the global economy and the fight to contain Ebola.",No. 137 ,"As Americans across the nation head to the polls this Election Day Tuesday, President Obama conducts meetings on the global economy and the fight to contain Ebola.",True,[],[],False,,,,,,,False,[],[],True,"[('Source-1', 'President Obama', 76), ('Action-1', 'conducts meetings', 92)]","[[('Source-1', 'President Obama'), ('Action-1', 'conducts meetings')]]",True,1-Verbal Cooperation,1-3 Express Intent to Coop,,,,,,True,"[('Source-1', 'President Obama', 76), ('Action-1', 'conducts meetings', 92), ('Target-1', 'conducts', 92), ('Target-1', 'global economy and the fight to contain Ebola', 117)]","[[('Source-1', 'President Obama'), ('Action-1', 'conducts meetings')], [('Action-1', 'conducts meetings'), ('Target-1', 'global economy and the fight to contain Ebola')]]",True,1-Verbal Cooperation,1-4 Consult,,,,,True,"[('Source-1', 'Americans', 3), ('Action-1', 'head to the polls', 31), ('Time', 'Election Day Tuesday', 54), ('Source-2', 'President Obama', 76), ('Action-2', 'conducts meetings', 92)]","[[('Source-1', 'Americans'), ('Action-1', 'head to the polls')], [('Source-2', 'President Obama'), ('Action-2', 'conducts meetings')]]",True,2-Material Cooperation,2-6 Engage in Material Coop,1-Verbal Cooperation,1-4 Consult,,,,
aZSBnZlzj1kj17Gb1MebegiwZ8Wy-cameo_200.csv_65,"No. 136 sentences Turkey's Ground Forces Chief General Isik Kosaner attends a ceremony in Ankara, in this July 16, 2010 file picture.",No. 136 ,"Turkey's Ground Forces Chief General Isik Kosaner attends a ceremony in Ankara, in this July 16, 2010 file picture.",True,[],[],False,,,,,,,False,[],[],True,"[('Source-1', ""Turkey's Ground Forces Chief General Isik Kosaner"", 0), ('Action-1', 'attends a ceremony', 50), ('Location', 'Ankara', 72), ('Time', 'July 16, 2010', 88)]","[[('Source-1', ""Turkey's Ground Forces Chief General Isik Kosaner""), ('Action-1', 'attends a ceremony')]]",True,0-Make a Statement,0-1 Make Public Statement,,,,,,True,[],[],False,,,,,,,True,"[('Source-1', ""Turkey's Ground Forces Chief General Isik Kosaner"", 0), ('Action-1', 'attends a ceremony', 50), ('Location', 'Ankara', 72), ('Time', 'July 16, 2010', 88)]","[[('Source-1', ""Turkey's Ground Forces Chief General Isik Kosaner""), ('Action-1', 'attends a ceremony')]]",True,1-Verbal Cooperation,1-5 Engage in Dip Coop,,,,,,
aN2Cr3ccguOR3j0ydooP4WF78bhC-cameo_200.csv_59,"No. 142 sentences BEIJING, March 21 (Xinhua) -- Chinese authorities Thursday announced detailed measures to implement the country's value-added tax (VAT) reform to further reduce the tax burden on various industries.",No. 142 ,"BEIJING, March 21 (Xinhua) -- Chinese authorities Thursday announced detailed measures to implement the country's value-added tax (VAT) reform to further reduce the tax burden on various industries.",True,[],[],False,,,,,,,False,[],[],True,"[('Location', 'BEIJING', 0), ('Time', 'March 21', 9), ('Source-1', 'Chinese authorities', 30), ('Time', 'Thursday', 50), ('Action-1', 'announced', 59), ('Action-2', 'reform to further reduce the tax burden', 136)]","[[('Source-1', 'Chinese authorities'), ('Action-1', 'announced')], [('Source-1', 'Chinese authorities'), ('Action-2', 'reform to further reduce the tax burden')]]",True,0-Make a Statement,0-1 Make Public Statement,1-Verbal Cooperation,1-3 Express Intent to Coop,,,,True,"[('Location', 'BEIJING', 0), ('Time', 'March 21', 9), ('Source-1', 'Chinese authorities', 30), ('Action-1', 'announced', 59), ('Target-1', ""detailed measures to implement the country's value-added tax (VAT) reform to further reduce the tax burden on various industries."", 69)]","[[('Source-1', 'Chinese authorities'), ('Action-1', 'announced')], [('Action-1', 'announced'), ('Target-1', ""detailed measures to implement the country's value-added tax (VAT) reform to further reduce the tax burden on various industries."")]]",True,0-Make a Statement,0-1 Make Public Statement,,,,,True,"[('Source-1', 'Chinese authorities', 30), ('Time', 'Thursday', 50), ('Action-1', 'announced', 59)]","[[('Source-1', 'Chinese authorities'), ('Action-1', 'announced')]]",True,0-Make a Statement,0-1 Make Public Statement,,,,,,
agr8lQJ8MQkgtDid2RP93NiM_ED0-cameo_200.csv_58,"No. 143 sentences Evangelist Billy Graham will hold a three-city Bay Area crusade in October 1997, including his first San Francisco appearance in nearly four decades.",No. 143 ,"Evangelist Billy Graham will hold a three-city Bay Area crusade in October 1997, including his first San Francisco appearance in nearly four decades.",True,[],[],False,,,,,,,False,[],[],True,[],[],False,,,,,,,,True,[],[],False,,,,,,,True,[],[],False,,,,,,,,
aOAcUftIl4YFRb7fV1nl2HTjqCkG-cameo_200.csv_60,"No. 141 sentences Abuja -- The military, yesterday, confirmed that it is currently engaged in a fierce battle with Boko Haram insurgents who have been unleashing terror in the North Eastern part of the country.",No. 141 ,"Abuja -- The military, yesterday, confirmed that it is currently engaged in a fierce battle with Boko Haram insurgents who have been unleashing terror in the North Eastern part of the country.",True,"[('Source-1', 'military', 13), ('Time', 'yesterday', 23), ('Action-1', 'confirmed', 34), ('Action-1', 'engaged in a fierce battle', 65), ('Target-1', 'Boko Haram insurgents', 97), ('Location', 'North Eastern part of the country', 158)]","[[('Source-1', 'military'), ('Action-1', 'confirmed')], [('Action-1', 'engaged in a fierce battle'), ('Source-1', 'military')], [('Action-1', 'engaged in a fierce battle'), ('Target-1', 'Boko Haram insurgents')]]",True,0-Make a Statement,0-1 Make Public Statement,4-Material Conflict,4-19 Fight,,,False,[],[],True,"[('Location', 'Abuja', 0), ('Source-1', 'The military', 9), ('Time', 'yesterday', 23), ('Action-1', 'confirmed', 34), ('Action-2', 'engaged in a fierce battle', 65), ('Target-2', 'Boko Haram insurgents', 97), ('Source-2', 'Boko Haram insurgents', 97), ('Action-2', 'unleashing terror', 133)]","[[('Source-1', 'The military'), ('Action-1', 'confirmed')], [('Source-2', 'Boko Haram insurgents'), ('Action-2', 'unleashing terror')], [('Action-2', 'engaged in a fierce battle'), ('Target-2', 'Boko Haram insurgents')], [('Source-1', 'The military'), ('Action-2', 'engaged in a fierce battle')]]",True,0-Make a Statement,0-1 Make Public Statement,4-Material Conflict,4-18 Assualt,4-Material Conflict,4-18 Assualt,,True,"[('Source-1', 'The military', 9), ('Action-1', 'engaged in a fierce battle', 65), ('Target-1', 'Boko Haram insurgents', 97)]","[[('Source-1', 'The military'), ('Action-1', 'engaged in a fierce battle')], [('Action-1', 'engaged in a fierce battle'), ('Target-1', 'Boko Haram insurgents')]]",True,4-Material Conflict,4-18 Assualt,,,,,True,"[('Source-1', 'military', 13), ('Time', 'yesterday', 23), ('Action-1', 'confirmed', 34), ('Action-2', 'engaged', 65), ('Target-2', 'Boko Haram insurgents', 97), ('Location', 'North Eastern part of the country', 158)]","[[('Source-1', 'military'), ('Action-1', 'confirmed')], [('Action-2', 'engaged'), ('Target-2', 'Boko Haram insurgents')], [('Source-1', 'military'), ('Action-2', 'engaged')]]",True,0-Make a Statement,0-1 Make Public Statement,4-Material Conflict,4-19 Fight,,,,
akWCt3n4t1CIFPecTgVU9huaNj.W-cameo_200.csv_57,"No. 144 sentences BRIDGEWATER, N.J. -- White House counselor Kellyanne Conway says President Donald Trump is ""not discussing"" firing Special Counsel Robert Mueller.",No. 144 ,"BRIDGEWATER, N.J. -- White House counselor Kellyanne Conway says President Donald Trump is ""not discussing"" firing Special Counsel Robert Mueller.",True,"[('Source-1', 'White House counselor Kellyanne Conway', 21), ('Action-1', 'says', 60)]","[[('Source-1', 'White House counselor Kellyanne Conway'), ('Action-1', 'says')]]",True,0-Make a Statement,0-1 Make Public Statement,,,,,False,[],[],True,"[('Location', 'BRIDGEWATER, N.J.', 0), ('Source-1', 'White House counselor Kellyanne Conway', 21), ('Action-1', 'says', 60)]","[[('Source-1', 'White House counselor Kellyanne Conway'), ('Action-1', 'says')]]",True,0-Make a Statement,0-1 Make Public Statement,,,,,,True,"[('Location', 'BRIDGEWATER, N.J', 0), ('Source-1', 'White House counselor Kellyanne Conway', 21), ('Action-1', 'says', 60), ('Source-2', 'President Donald Trump', 65), ('Action-2', '""not discussing""', 91), ('Target-2', 'discussing', 96), ('Target-2', 'firing Special Counsel Robert Mueller.', 108)]","[[('Source-1', 'White House counselor Kellyanne Conway'), ('Action-1', 'says')], [('Source-2', 'President Donald Trump'), ('Action-2', '""not discussing""')], [('Action-2', '""not discussing""'), ('Target-2', 'firing Special Counsel Robert Mueller.')]]",True,0-Make a Statement,0-1 Make Public Statement,3-Verbal Conflict,3-12 Reject,,,True,"[('Source-1', 'White House counselor Kellyanne Conway', 21), ('Action-1', 'says', 60)]","[[('Source-1', 'White House counselor Kellyanne Conway'), ('Action-1', 'says')]]",True,0-Make a Statement,0-1 Make Public Statement,,,,,,
adAI2RaYNloNSKxpp.AymHpusEEC-cameo_200.csv_56,"No. 145 sentences In the midst of a diplomatic row over the inclusion of aviation in the EU's emissions trading scheme (ETS), the European Commission is to propose bringing maritime transport into the scheme.",No. 145 ,"In the midst of a diplomatic row over the inclusion of aviation in the EU's emissions trading scheme (ETS), the European Commission is to propose bringing maritime transport into the scheme.",True,[],[],False,,,,,,,False,[],[],True,"[('Action-1', ""diplomatic row over the inclusion of aviation in the EU's emissions trading scheme (ETS)"", 18), ('Source-1', 'European Commission', 112), ('Action-2', 'propose bringing maritime transport into the scheme', 138)]","[[('Source-1', 'European Commission'), ('Action-1', ""diplomatic row over the inclusion of aviation in the EU's emissions trading scheme (ETS)"")], [('Source-1', 'European Commission'), ('Action-2', 'propose bringing maritime transport into the scheme')]]",True,3-Verbal Conflict,3-16 Reduce Relations,3-Verbal Conflict,3-16 Reduce Relations,,,,True,[],[],False,,,,,,,True,"[('Source-1', 'European Commission', 112), ('Action-1', 'is to propose', 132)]","[[('Source-1', 'European Commission'), ('Action-1', 'is to propose')]]",True,1-Verbal Cooperation,1-3 Express Intent to Coop,,,,,,
av233TDv54WXg1taAu4UC4bpO7Ka-cameo_200.csv_61,"No. 140 sentences Police have met community leaders and relatives of Mark Duggan, the man whose shooting by armed officers was ruled lawful on Wednesday.",No. 140 ,"Police have met community leaders and relatives of Mark Duggan, the man whose shooting by armed officers was ruled lawful on Wednesday.",True,[],[],False,,,,,,,False,[],[],True,"[('Source-1', 'Police', 0), ('Action-1', 'met community leaders and relatives of Mark Duggan', 12), ('Target-2', 'Mark Duggan', 51), ('Action-2', 'shooting', 78), ('Source-2', 'armed officers', 90)]","[[('Source-1', 'Police'), ('Action-1', 'met community leaders and relatives of Mark Duggan')], [('Source-2', 'armed officers'), ('Action-2', 'shooting')], [('Action-2', 'shooting'), ('Target-2', 'Mark Duggan')]]",True,1-Verbal Cooperation,1-4 Consult,4-Material Conflict,4-18 Assualt,,,,True,[],[],False,,,,,,,True,"[('Source-1', 'Police', 0), ('Action-1', 'met', 12), ('Target-1', 'community leaders and relatives of Mark Duggan', 16), ('Target-2', 'Mark Duggan', 51), ('Action-2', 'shooting', 78), ('Source-2', 'armed officers', 90), ('Time', 'Wednesday', 125)]","[[('Source-1', 'Police'), ('Action-1', 'met')], [('Action-1', 'met'), ('Target-1', 'community leaders and relatives of Mark Duggan')], [('Source-2', 'armed officers'), ('Action-2', 'shooting')], [('Action-2', 'shooting'), ('Target-2', 'Mark Duggan')]]",True,1-Verbal Cooperation,1-4 Consult,4-Material Conflict,4-18 Assualt,,,,
axVxp8ffFW_LnBaD8yUBSqLp08uG-cameo_200.csv_52,No. 149 sentences Presumptive Democratic presidential nominee Joe Biden participated in a virtual event hosted by UnidosUS Action Fund President and CEO Janet Murguia to discuss the November election and its importance for the Latino community.,No. 149 ,Presumptive Democratic presidential nominee Joe Biden participated in a virtual event hosted by UnidosUS Action Fund President and CEO Janet Murguia to discuss the November election and its importance for the Latino community.,True,[],[],False,,,,,,,False,[],[],True,"[('Source-1', 'Presumptive Democratic presidential nominee Joe Biden', 0), ('Action-1', 'participated in a virtual event', 54), ('Action-1', 'discuss the November election and its importance for the Latino community', 152)]","[[('Source-1', 'Presumptive Democratic presidential nominee Joe Biden'), ('Action-1', 'participated in a virtual event')], [('Source-1', 'Presumptive Democratic presidential nominee Joe Biden'), ('Action-1', 'discuss the November election and its importance for the Latino community')]]",True,1-Verbal Cooperation,1-3 Express Intent to Coop,,,,,,True,"[('Source-1', 'Democratic presidential nominee Joe Biden', 12), ('Action-1', 'participated in a virtual event', 54), ('Action-1', 'discuss', 152), ('Target-1', 'November election and its importance for the Latino community.', 164)]","[[('Source-1', 'Democratic presidential nominee Joe Biden'), ('Action-1', 'participated in a virtual event')], [('Action-1', 'discuss'), ('Source-1', 'Democratic presidential nominee Joe Biden')], [('Action-1', 'participated in a virtual event'), ('Target-1', 'November election and its importance for the Latino community.')], [('Action-1', 'discuss'), ('Target-1', 'November election and its importance for the Latino community.')]]",True,2-Material Cooperation,2-6 Engage in Material Coop,,,,,True,"[('Source-1', 'Presumptive Democratic presidential nominee Joe Biden', 0), ('Action-1', 'participated', 54), ('Target-1', 'UnidosUS Action Fund President', 96), ('Target-1', 'CEO Janet Murguia', 131)]","[[('Source-1', 'Presumptive Democratic presidential nominee Joe Biden'), ('Action-1', 'participated')], [('Action-1', 'participated'), ('Target-1', 'UnidosUS Action Fund President')], [('Action-1', 'participated'), ('Target-1', 'CEO Janet Murguia')]]",True,1-Verbal Cooperation,1-4 Consult,,,,,,
