ids,plain_text,No,sentences,anncomplete_1,entities_1,relations_1,1_Relevant_1,Action1-PentaClass_1,Action1_CAMEO_1,Action2-PentaClass_1,Action2_CAMEO_1,Action3-PentaClass_1,Action3_CAMEO_1,anncomplete_2,entities_2,relations_2,1_Relevant_2,Action1-PentaClass_2,Action1_CAMEO_2,Action2-PentaClass_2,Action2_CAMEO_2,Action3-PentaClass_2,Action3_CAMEO_2,anncomplete_3,entities_3,relations_3,anncomplete_4,entities_4,relations_4,1_Relevant_4,Action2-PentaClass_4,Action2_CAMEO_4,Action1-PentaClass_4,Action1_CAMEO_4,Action3-PentaClass_4,Action3_CAMEO_4
agr8lQJ8MQkgtDid2RP93NiM_ED0-cameo_200.csv_97,"No. 143 sentences Evangelist Billy Graham will hold a three-city Bay Area crusade in October 1997, including his first San Francisco appearance in nearly four decades.",No. 143 ,"Evangelist Billy Graham will hold a three-city Bay Area crusade in October 1997, including his first San Francisco appearance in nearly four decades.",TRUE,[],[],FALSE,,,,,,,TRUE,[],[],FALSE,,,,,,,FALSE,[],[],TRUE,[],[],FALSE,,,,,,
aZSBnZlzj1kj17Gb1MebegiwZ8Wy-cameo_200.csv_93,"No. 136 sentences Turkey's Ground Forces Chief General Isik Kosaner attends a ceremony in Ankara, in this July 16, 2010 file picture.",No. 136 ,"Turkey's Ground Forces Chief General Isik Kosaner attends a ceremony in Ankara, in this July 16, 2010 file picture.",TRUE,"[('Source-1', ""Turkey's Ground Forces Chief General Isik Kosaner"", 0), ('Action-1', 'attends a ceremony', 50), ('Location', 'Ankara', 72), ('Time', 'July 16, 2010', 88)]","[[('Source-1', ""Turkey's Ground Forces Chief General Isik Kosaner""), ('Action-1', 'attends a ceremony')]]",TRUE,0-Make a Statement,0-1 Make Public Statement,,,,,TRUE,"[('Source-1', ""Turkey's Ground Forces Chief General Isik Kosaner"", 0), ('Action-1', 'attends a ceremony', 50), ('Location', 'Ankara', 72), ('Time', 'July 16, 2010', 88)]","[[('Source-1', ""Turkey's Ground Forces Chief General Isik Kosaner""), ('Action-1', 'attends a ceremony')]]",TRUE,0-Make a Statement,0-1 Make Public Statement,,,,,FALSE,[],[],TRUE,"[('Source-1', ""Turkey's Ground Forces Chief General Isik Kosaner"", 0), ('Action-1', 'attends a ceremony', 50), ('Location', 'Ankara', 72), ('Time', 'July 16, 2010', 88)]","[[('Source-1', ""Turkey's Ground Forces Chief General Isik Kosaner""), ('Action-1', 'attends a ceremony')]]",TRUE,,,0-Make a Statement,0-1 Make Public Statement,,
aUv.82sS.ppC1ZkOvsonWhC02YBi-cameo_200.csv_95,No. 107 sentences BHUBANESWAR: The state tourism department on Monday conducted a roadshow in Goa to woo more tourists from the state.,No. 107 ,BHUBANESWAR: The state tourism department on Monday conducted a roadshow in Goa to woo more tourists from the state.,TRUE,[],[],FALSE,,,,,,,TRUE,[],[],FALSE,,,,,,,FALSE,[],[],TRUE,[],[],FALSE,,,,,,
azlSVSXhAwwNUxPNWAitgczNC2U8-cameo_200.csv_92,"No. 110 sentences Next week, South Africans will welcome former US president Barack Obama to the country.",No. 110 ,"Next week, South Africans will welcome former US president Barack Obama to the country.",TRUE,[],[],FALSE,,,,,,,TRUE,[],[],FALSE,,,,,,,FALSE,[],[],TRUE,[],[],FALSE,,,,,,
apQeASNM2azr2zznwK9smE8CjWJW-cameo_200.csv_86,"No. 126 sentences Facebook, the internet giant corporation, looks set to open an internet content control center aimed at combating fake news after reaching an agreement with the German company Competence Call Center which already operates in the northeastern port city of B",No. 126 ,"Facebook, the internet giant corporation, looks set to open an internet content control center aimed at combating fake news after reaching an agreement with the German company Competence Call Center which already operates in the northeastern port city of B",TRUE,[],[],FALSE,,,,,,,TRUE,[],[],FALSE,,,,,,,FALSE,[],[],TRUE,[],[],FALSE,,,,,,
aeQavrrrqJ2Y_SBVsaphz52fs0Fu-cameo_200.csv_91,"No. 127 sentences Hours after a new lobbying firm aimed at domestic and global clients announced it was partnering with former national security adviser Mike Flynn, attorneys for the embattled Mr. Flynn said the deal was off and the notice had been released as a result of a",No. 127 ,"Hours after a new lobbying firm aimed at domestic and global clients announced it was partnering with former national security adviser Mike Flynn, attorneys for the embattled Mr. Flynn said the deal was off and the notice had been released as a result of a",TRUE,[],[],FALSE,,,,,,,TRUE,[],[],FALSE,,,,,,,FALSE,[],[],TRUE,[],[],FALSE,,,,,,
aT.OWzIZLTCCjIvVSxc8P8eUT.8y-cameo_200.csv_89,"No. 124 sentences Experts agree that labyrinthine EU processes and institutions, coupled with poor information campaigns, leave average members of the public in the dark about what their rights might be - let alone how to make sure they are enforced.",No. 124 ,"Experts agree that labyrinthine EU processes and institutions, coupled with poor information campaigns, leave average members of the public in the dark about what their rights might be - let alone how to make sure they are enforced.",TRUE,[],[],FALSE,,,,,,,TRUE,[],[],FALSE,,,,,,,FALSE,[],[],TRUE,[],[],FALSE,,,,,,
aYPSefIKdfO.n1WmLzv.ofubjh_8-cameo_200.csv_88,"No. 161 sentences Oudtshoorn - The Democratic Alliance has increased its support in Oudtshoorn by over 10%, winning the troubled municipality after the African National Congress suffered a 15% dip in the local government elections.",No. 161 ,"Oudtshoorn - The Democratic Alliance has increased its support in Oudtshoorn by over 10%, winning the troubled municipality after the African National Congress suffered a 15% dip in the local government elections.",TRUE,"[('Source-1', 'Democratic Alliance', 17), ('Action-1', 'increased its support', 41)]","[[('Source-1', 'Democratic Alliance'), ('Action-1', 'increased its support')]]",TRUE,2-Material Cooperation,2-6 Engage in Material Coop,,,,,TRUE,"[('Location', 'Oudtshoorn', 0), ('Source-1', 'The Democratic Alliance', 13), ('Action-1', 'increased its support', 41), ('Target-1', 'Oudtshoorn', 66)]","[[('Source-1', 'The Democratic Alliance'), ('Action-1', 'increased its support')], [('Action-1', 'increased its support'), ('Target-1', 'Oudtshoorn')]]",TRUE,2-Material Cooperation,2-6 Engage in Material Coop,,,,,FALSE,[],[],TRUE,[],[],FALSE,,,,,,
akWCt3n4t1CIFPecTgVU9huaNj.W-cameo_200.csv_85,"No. 144 sentences BRIDGEWATER, N.J. -- White House counselor Kellyanne Conway says President Donald Trump is ""not discussing"" firing Special Counsel Robert Mueller.",No. 144 ,"BRIDGEWATER, N.J. -- White House counselor Kellyanne Conway says President Donald Trump is ""not discussing"" firing Special Counsel Robert Mueller.",TRUE,"[('Source-1', 'White House counselor Kellyanne Conway', 21), ('Action-1', 'says', 60)]","[[('Source-1', 'White House counselor Kellyanne Conway'), ('Action-1', 'says')]]",TRUE,0-Make a Statement,0-1 Make Public Statement,,,,,TRUE,"[('Location', 'BRIDGEWATER, N.J.', 0), ('Source-1', 'Kellyanne Conway', 43), ('Action-1', 'says', 60)]","[[('Source-1', 'Kellyanne Conway'), ('Action-1', 'says')]]",TRUE,0-Make a Statement,0-1 Make Public Statement,,,,,FALSE,[],[],TRUE,"[('Source-1', 'White House counselor Kellyanne Conway', 21), ('Action-1', 'says', 60)]",[],TRUE,,,0-Make a Statement,0-1 Make Public Statement,,
abcQHswdyoOJfZ8GijeIun23LNEy-cameo_200.csv_82,"No. 114 sentences Offers to help Zimbabwean refugees evicted from the Central Methodist Church in Johannesburg are coming from all over the country, Bishop Paul Verryn said on Friday.",No. 114 ,"Offers to help Zimbabwean refugees evicted from the Central Methodist Church in Johannesburg are coming from all over the country, Bishop Paul Verryn said on Friday.",TRUE,"[('Action-1', 'Offers to help', 0), ('Target-1', 'Zimbabwean refugees', 15), ('Action-2', 'evicted', 35), ('Source-1', 'Central Methodist Church', 52), ('Location', 'Johannesburg', 80), ('Source-1', 'country', 122), ('Source-2', 'Bishop Paul Verryn', 131), ('Action-3', 'said', 150)]","[[('Source-1', 'country'), ('Action-1', 'Offers to help')], [('Action-1', 'Offers to help'), ('Target-1', 'Zimbabwean refugees')], [('Source-1', 'Central Methodist Church'), ('Action-2', 'evicted')], [('Source-2', 'Bishop Paul Verryn'), ('Action-3', 'said')], [('Action-2', 'evicted'), ('Target-1', 'Zimbabwean refugees')]]",TRUE,1-Verbal Cooperation,1-3 Express Intent to Coop,4-Material Conflict,4-15 Exhibit Force Posture,0-Make a Statement,0-1 Make Public Statement,TRUE,"[('Action-1', 'Offers to help', 0), ('Target-1', 'Zimbabwean refugees', 15), ('Target-2', 'Zimbabwean refugees', 15), ('Action-2', 'evicted', 35), ('Location', 'Johannesburg', 80), ('Source-3', 'Bishop Paul Verryn', 131), ('Action-3', 'said', 150), ('Time', 'Friday', 158)]","[[('Action-1', 'Offers to help'), ('Target-1', 'Zimbabwean refugees')], [('Source-3', 'Bishop Paul Verryn'), ('Action-3', 'said')], [('Action-2', 'evicted'), ('Target-1', 'Zimbabwean refugees')]]",TRUE,1-Verbal Cooperation,1-3 Express Intent to Coop,4-Material Conflict,4-17 Coerce,0-Make a Statement,0-1 Make Public Statement,FALSE,[],[],TRUE,"[('Action-1', 'Offers to help', 0), ('Target-1', 'Zimbabwean refugees', 15), ('Action-2', 'evicted', 35), ('Source-2', 'Central Methodist Church in Johannesburg', 52), ('Location', 'Central Methodist Church in Johannesburg', 52), ('Source-3', 'Bishop Paul Verryn', 131), ('Action-3', 'said', 150), ('Time', 'Friday', 158)]","[[('Action-1', 'Offers to help'), ('Target-1', 'Zimbabwean refugees')], [('Source-2', 'Central Methodist Church in Johannesburg'), ('Action-2', 'evicted')], [('Source-3', 'Bishop Paul Verryn'), ('Action-3', 'said')], [('Action-2', 'evicted'), ('Target-1', 'Zimbabwean refugees')]]",TRUE,4-Material Conflict,4-17 Coerce,1-Verbal Cooperation,1-3 Express Intent to Coop,0-Make a Statement,0-1 Make Public Statement
aafiplJcm.iPjm0dpNTc2_E5Dsn8-cameo_200.csv_87,No. 128 sentences San Francisco voters Tuesday will weigh in on the national debate over gun control by deciding whether to make their city home to the toughest handgun ban in the country.,No. 128 ,San Francisco voters Tuesday will weigh in on the national debate over gun control by deciding whether to make their city home to the toughest handgun ban in the country.,TRUE,[],[],FALSE,,,,,,,TRUE,[],[],FALSE,,,,,,,FALSE,[],[],TRUE,[],[],FALSE,,,,,,
ab.DFm7TXn7CdlONkQcaX5_lvSYq-cameo_200.csv_84,No. 153 sentences A cyclist has died after colliding with another rider on a country road.,No. 153 ,A cyclist has died after colliding with another rider on a country road.,TRUE,[],[],FALSE,,,,,,,TRUE,[],[],FALSE,,,,,,,FALSE,[],[],TRUE,[],[],FALSE,,,,,,
ax2in51AqnmWnI40nZoHBmVuyhYK-cameo_200.csv_79,"No. 167 sentences NAIROBI, Kenya Kenya's leading opposition party on Wednesday accused the government of stonewalling in negotiations to resolve the country's festering political crisis and threatened to resume protests if a power-sharing agreement was not reached within",No. 167 ,"NAIROBI, Kenya Kenya's leading opposition party on Wednesday accused the government of stonewalling in negotiations to resolve the country's festering political crisis and threatened to resume protests if a power-sharing agreement was not reached within",TRUE,"[('Source-1', ""Kenya Kenya's leading opposition party"", 9), ('Action-1', 'accused', 61), ('Target-1', 'government', 73)]","[[('Source-1', ""Kenya Kenya's leading opposition party""), ('Action-1', 'accused')]]",TRUE,3-Verbal Conflict,3-9 Investigate,,,,,TRUE,"[('Location', 'NAIROBI, Kenya', 0), ('Source-1', ""Kenya's leading opposition party"", 15), ('Time', 'Wednesday', 51), ('Action-1', 'accused', 61), ('Target-1', 'the government', 69), ('Action-2', 'threatened to resume protests', 172)]","[[('Source-1', ""Kenya's leading opposition party""), ('Action-1', 'accused')], [('Action-1', 'accused'), ('Target-1', 'the government')], [('Source-1', ""Kenya's leading opposition party""), ('Action-2', 'threatened to resume protests')]]",TRUE,3-Verbal Conflict,3-11 Disapprove,3-Verbal Conflict,3-13 Threaten,,,FALSE,[],[],TRUE,"[('Source-1', ""Kenya's leading opposition party"", 15), ('Time', 'Wednesday', 51), ('Action-1', 'accused', 61), ('Target-1', 'government', 73), ('Source-2', 'government', 73), ('Target-3', 'government', 73), ('Action-2', 'stonewalling', 87), ('Action-3', 'threatened', 172)]","[[('Source-1', ""Kenya's leading opposition party""), ('Action-1', 'accused')], [('Source-2', 'government'), ('Action-2', 'stonewalling')], [('Source-1', ""Kenya's leading opposition party""), ('Action-3', 'threatened')], [('Action-1', 'accused'), ('Source-2', 'government')], [('Action-3', 'threatened'), ('Source-2', 'government')]]",TRUE,4-Material Conflict,4-14 Protest,3-Verbal Conflict,3-11 Disapprove,3-Verbal Conflict,3-13 Threaten
afAipmw1kQeARgylADZHcwPIUSIe-cameo_200.csv_83,"No. 103 sentences DENPASAR, Indonesia: Two Australian clubbers arrested in Bali for cocaine possession were paraded in front of local media Tuesday (Jul 23) as they faced a possible 12-year jail term, police said.",No. 103 ,"DENPASAR, Indonesia: Two Australian clubbers arrested in Bali for cocaine possession were paraded in front of local media Tuesday (Jul 23) as they faced a possible 12-year jail term, police said.",TRUE,[],[],FALSE,,,,,,,TRUE,[],[],FALSE,,,,,,,FALSE,[],[],TRUE,[],[],FALSE,,,,,,
aCFwzNxFvDs2gOG9iBYwfTK9hF6O-cameo_200.csv_80,No. 113 sentences KwaZulu-Natal education MEC Senzo Mchunu lost an appeal against a man who suffered an eye injury at Gcwalulwazi High School near Eshowe nine years ago.,No. 113 ,KwaZulu-Natal education MEC Senzo Mchunu lost an appeal against a man who suffered an eye injury at Gcwalulwazi High School near Eshowe nine years ago.,TRUE,[],[],FALSE,,,,,,,TRUE,[],[],FALSE,,,,,,,FALSE,[],[],TRUE,[],[],FALSE,,,,,,
aIX3nAeiDRPGSOukV9T8_ITWUv2C-cameo_200.csv_77,"No. 108 sentences Story highlights Hundreds of sheep die after the accident near Melbourne One person is taken to the hospital ""I saw them coming down like a mountain,"" a witness says",No. 108 ,"Story highlights Hundreds of sheep die after the accident near Melbourne One person is taken to the hospital ""I saw them coming down like a mountain,"" a witness says",TRUE,[],[],FALSE,,,,,,,TRUE,[],[],FALSE,,,,,,,FALSE,[],[],TRUE,[],[],FALSE,,,,,,
aOAcUftIl4YFRb7fV1nl2HTjqCkG-cameo_200.csv_74,"No. 141 sentences Abuja -- The military, yesterday, confirmed that it is currently engaged in a fierce battle with Boko Haram insurgents who have been unleashing terror in the North Eastern part of the country.",No. 141 ,"Abuja -- The military, yesterday, confirmed that it is currently engaged in a fierce battle with Boko Haram insurgents who have been unleashing terror in the North Eastern part of the country.",TRUE,"[('Source-1', 'military', 13), ('Time', 'yesterday', 23), ('Action-1', 'confirmed', 34), ('Action-2', 'engaged in a fierce battle', 65), ('Target-1', 'Boko Haram insurgents', 97), ('Location', 'North Eastern part of the country.', 158)]","[[('Source-1', 'military'), ('Action-1', 'confirmed')], [('Action-2', 'engaged in a fierce battle'), ('Source-1', 'military')]]",TRUE,0-Make a Statement,0-1 Make Public Statement,4-Material Conflict,4-19 Fight,,,TRUE,"[('Location', 'Abuja', 0), ('Source-1', 'The military', 9), ('Time', 'yesterday', 23), ('Action-1', 'confirmed', 34), ('Action-2', 'engaged in a fierce battle', 65), ('Target-1', 'Boko Haram insurgents', 97), ('Source-3', 'Boko Haram insurgents', 97), ('Action-3', 'unleashing terror', 133), ('Location', 'North Eastern part of the country', 158)]","[[('Source-1', 'The military'), ('Action-1', 'confirmed')], [('Source-3', 'Boko Haram insurgents'), ('Action-3', 'unleashing terror')], [('Source-1', 'The military'), ('Action-2', 'engaged in a fierce battle')], [('Action-2', 'engaged in a fierce battle'), ('Target-1', 'Boko Haram insurgents')]]",TRUE,0-Make a Statement,0-1 Make Public Statement,4-Material Conflict,4-19 Fight,4-Material Conflict,4-18 Assualt,FALSE,[],[],TRUE,"[('Source-1', 'military', 13), ('Time', 'yesterday', 23), ('Action-1', 'confirmed', 34), ('Action-2', 'engaged', 65), ('Target-2', 'Boko Haram insurgents', 97), ('Location', 'North Eastern part of the country', 158)]","[[('Source-1', 'military'), ('Action-1', 'confirmed')], [('Action-2', 'engaged'), ('Target-2', 'Boko Haram insurgents')], [('Source-1', 'military'), ('Action-2', 'engaged')]]",TRUE,4-Material Conflict,4-19 Fight,0-Make a Statement,0-1 Make Public Statement,,
aAeMsiCRoToacLl6dk.qNJQdEhdC-cameo_200.csv_81,No. 180 sentences WASHINGTON - Conservatives are controlling most of the Supreme Court's closely divided cases so far this term by sticking to the words written by Congress.,No. 180 ,WASHINGTON - Conservatives are controlling most of the Supreme Court's closely divided cases so far this term by sticking to the words written by Congress.,TRUE,[],[],FALSE,,,,,,,TRUE,[],[],FALSE,,,,,,,FALSE,[],[],TRUE,[],[],FALSE,,,,,,
asL9xzHW.LdHqo8vnhM_mty3kIxO-cameo_200.csv_76,"No. 176 sentences Should Congress fail to pass a balanced budget by the end of 2012, America could face serious repercussions.",No. 176 ,"Should Congress fail to pass a balanced budget by the end of 2012, America could face serious repercussions.",TRUE,[],[],FALSE,,,,,,,TRUE,[],[],FALSE,,,,,,,FALSE,[],[],TRUE,[],[],FALSE,,,,,,
anr_d5679Quinticv0PpODNfkd.8-cameo_200.csv_78,"No. 198 sentences In Brazil, it seems, no one is brooding about the effects of the global economic crisis.",No. 198 ,"In Brazil, it seems, no one is brooding about the effects of the global economic crisis.",TRUE,[],[],FALSE,,,,,,,TRUE,[],[],FALSE,,,,,,,FALSE,[],[],TRUE,[],[],FALSE,,,,,,
alzt.bY06z71ut.IQHcpMKGC7cPK-cameo_200.csv_71,No. 179 sentences WASHINGTON -- The Supreme Court seemed divided Tuesday over whether employers' religious beliefs can free them from a part of the new health care law that requires that they provide coverage of birth control for employees at no extra charge.,No. 179 ,WASHINGTON -- The Supreme Court seemed divided Tuesday over whether employers' religious beliefs can free them from a part of the new health care law that requires that they provide coverage of birth control for employees at no extra charge.,TRUE,[],[],FALSE,,,,,,,TRUE,[],[],FALSE,,,,,,,FALSE,[],[],TRUE,[],[],FALSE,,,,,,
aYY0j325VkqvsuXqer72og4jIcoi-cameo_200.csv_68,"No. 172 sentences Russia's Defense Ministry is developing a helicopter type attack drone capable of participating in combat operations alongside crewed helicopter gunships, as follows from a presentation made by the Russian Armed",No. 172 ,"Russia's Defense Ministry is developing a helicopter type attack drone capable of participating in combat operations alongside crewed helicopter gunships, as follows from a presentation made by the Russian Armed",TRUE,[],[],FALSE,,,,,,,TRUE,[],[],FALSE,,,,,,,FALSE,[],[],TRUE,[],[],FALSE,,,,,,
awhs9hCVY3QoL3d_ro20zeBO.FZa-cameo_200.csv_75,"No. 162 sentences Israeli Prime Minister Benjamin Netanyahu condemned Sunday the vandalism of a memorial marking the site of Strasbourg's Old Synagogue, a place of worship destroyed by the Nazis in World War II.",No. 162 ,"Israeli Prime Minister Benjamin Netanyahu condemned Sunday the vandalism of a memorial marking the site of Strasbourg's Old Synagogue, a place of worship destroyed by the Nazis in World War II.",TRUE,"[('Source-1', 'Israeli Prime Minister Benjamin Netanyahu', 0), ('Action-1', 'condemned', 42), ('Time', 'Sunday', 52)]","[[('Source-1', 'Israeli Prime Minister Benjamin Netanyahu'), ('Action-1', 'condemned')]]",TRUE,3-Verbal Conflict,3-11 Disapprove,,,,,TRUE,"[('Source-1', 'Israeli Prime Minister Benjamin Netanyahu', 0), ('Action-1', 'condemned', 42), ('Time', 'Sunday', 52), ('Action-2', 'vandalism', 63), ('Target-1', 'memorial', 78)]","[[('Source-1', 'Israeli Prime Minister Benjamin Netanyahu'), ('Action-1', 'condemned')], [('Action-2', 'vandalism'), ('Target-1', 'memorial')]]",TRUE,3-Verbal Conflict,3-11 Disapprove,4-Material Conflict,4-17 Coerce,,,FALSE,[],[],TRUE,"[('Source-1', 'Israeli Prime Minister Benjamin Netanyahu', 0), ('Action-1', 'condemned', 42), ('Time', 'Sunday', 52), ('Action-2', 'vandalism', 63), ('Target-2', ""memorial marking the site of Strasbourg's Old Synagogue"", 78)]","[[('Source-1', 'Israeli Prime Minister Benjamin Netanyahu'), ('Action-1', 'condemned')], [('Action-2', 'vandalism'), ('Target-2', ""memorial marking the site of Strasbourg's Old Synagogue"")]]",TRUE,4-Material Conflict,4-17 Coerce,0-Make a Statement,0-1 Make Public Statement,,
aVwa1z6qorRbQXEHj_uEwDY0UkYm-cameo_200.csv_73,"No. 139 sentences George Washington is a mainstay of history books for fighting everything from the British Empire to a cherry tree, but his private battles may have been the fiercest.",No. 139 ,"George Washington is a mainstay of history books for fighting everything from the British Empire to a cherry tree, but his private battles may have been the fiercest.",TRUE,[],[],FALSE,,,,,,,TRUE,[],[],FALSE,,,,,,,FALSE,[],[],TRUE,[],[],FALSE,,,,,,
adK1HCcq0tsAiL704vmf5xC5oYzm-cameo_200.csv_69,"No. 156 sentences Fethi Belaid / AFP | Ennahdha party leader Rached Ghannouchi arrives for a session at the Assembly of People's Representatives in Tunis on February 16, 2016.",No. 156 ,"Fethi Belaid / AFP | Ennahdha party leader Rached Ghannouchi arrives for a session at the Assembly of People's Representatives in Tunis on February 16, 2016.",TRUE,[],[],FALSE,,,,,,,TRUE,[],[],FALSE,,,,,,,FALSE,[],[],TRUE,"[('Source-1', 'Ennahdha party leader Rached Ghannouchi', 21), ('Action-1', 'arrives for a session', 61), ('Target-1', ""Assembly of People's Representatives"", 90), ('Location', 'Tunis', 130), ('Time', 'February 16, 2016', 139)]","[[('Source-1', 'Ennahdha party leader Rached Ghannouchi'), ('Action-1', 'arrives for a session')], [('Action-1', 'arrives for a session'), ('Target-1', ""Assembly of People's Representatives"")]]",TRUE,,,1-Verbal Cooperation,1-4 Consult,,
auia0xiQENzCn75GnjIkx5S_fjEW-cameo_200.csv_72,No. 159 sentences North Korea Admits to Nuclear Weapons North Korea announced that it possesses nuclear weapons and will withdraw indefinitely from six-party proliferation talks.,No. 159 ,North Korea Admits to Nuclear Weapons North Korea announced that it possesses nuclear weapons and will withdraw indefinitely from six-party proliferation talks.,TRUE,"[('Source-1', 'North Korea', 0), ('Action-1', 'Admits', 12), ('Action-2', 'announced', 50), ('Action-3', 'possesses nuclear weapons and will withdraw indefinitely from six-party proliferation talks', 68)]","[[('Source-1', 'North Korea'), ('Action-1', 'Admits')], [('Action-2', 'announced'), ('Source-1', 'North Korea')]]",TRUE,0-Make a Statement,0-1 Make Public Statement,0-Make a Statement,0-1 Make Public Statement,3-Verbal Conflict,3-12 Reject,TRUE,"[('Source-1', 'North Korea', 0), ('Action-1', 'Admits', 12), ('Action-1', 'announced', 50), ('Action-2', 'will withdraw indefinitely from', 98), ('Target-2', 'six-party proliferation talks', 130)]","[[('Source-1', 'North Korea'), ('Action-1', 'Admits')], [('Source-1', 'North Korea'), ('Action-1', 'announced')], [('Action-2', 'will withdraw indefinitely from'), ('Target-2', 'six-party proliferation talks')], [('Source-1', 'North Korea'), ('Action-2', 'will withdraw indefinitely from')]]",TRUE,0-Make a Statement,0-1 Make Public Statement,3-Verbal Conflict,3-16 Reduce Relations,,,FALSE,[],[],TRUE,"[('Source-1', 'North Korea', 0), ('Action-1', 'Admits', 12), ('Action-1', 'announced', 50), ('Action-2', 'will withdraw', 98)]","[[('Source-1', 'North Korea'), ('Action-1', 'Admits')], [('Source-1', 'North Korea'), ('Action-1', 'announced')], [('Source-1', 'North Korea'), ('Action-2', 'will withdraw')]]",TRUE,3-Verbal Conflict,3-13 Threaten,0-Make a Statement,0-1 Make Public Statement,,
aoBgq5bAcEFbxf0RW5ifLENqsoRS-cameo_200.csv_70,"No. 130 sentences As Herman Mashaba launched his new political party, DA interim leader John Steenhuisen took a swipe at splinter political parties.",No. 130 ,"As Herman Mashaba launched his new political party, DA interim leader John Steenhuisen took a swipe at splinter political parties.",TRUE,"[('Source-1', 'DA interim leader John Steenhuisen', 52), ('Action-1', 'took a swipe', 87), ('Target-1', 'splinter political parties', 103)]",[],TRUE,3-Verbal Conflict,3-11 Disapprove,,,,,TRUE,"[('Source-1', 'DA interim leader John Steenhuisen', 52), ('Action-1', 'took a swipe at', 87), ('Target-1', 'splinter political parties', 103)]","[[('Source-1', 'DA interim leader John Steenhuisen'), ('Action-1', 'took a swipe at')], [('Action-1', 'took a swipe at'), ('Target-1', 'splinter political parties')]]",TRUE,3-Verbal Conflict,3-11 Disapprove,,,,,FALSE,[],[],TRUE,"[('Source-1', 'DA interim leader John Steenhuisen', 52), ('Action-1', 'took a swipe', 87), ('Target-1', 'splinter political parties', 103)]","[[('Source-1', 'DA interim leader John Steenhuisen'), ('Action-1', 'took a swipe')], [('Action-1', 'took a swipe'), ('Target-1', 'splinter political parties')]]",TRUE,,,3-Verbal Conflict,3-11 Disapprove,,
aB4o1jNm1CoL1LwRO_EZTqv.g4sS-cameo_200.csv_67,"No. 155 sentences After nearly two decades of fighting, the death toll in the war in Afghanistan is staggering.",No. 155 ,"After nearly two decades of fighting, the death toll in the war in Afghanistan is staggering.",TRUE,[],[],FALSE,,,,,,,TRUE,[],[],FALSE,,,,,,,FALSE,[],[],TRUE,[],[],FALSE,,,,,,
aRqDJhygcWptdsCzftrij8Clusim-cameo_200.csv_60,"No. 165 sentences Police said Friday five incidents involving so-called scary clowns had occurred in two north German towns, including one assailant who hit a man with a baseball bat, amid fears that Halloween could spark a rash of similar attacks.",No. 165 ,"Police said Friday five incidents involving so-called scary clowns had occurred in two north German towns, including one assailant who hit a man with a baseball bat, amid fears that Halloween could spark a rash of similar attacks.",TRUE,[],[],FALSE,,,,,,,TRUE,[],[],FALSE,,,,,,,FALSE,[],[],TRUE,[],[],FALSE,,,,,,
aBb.b30wM.orIAVtBaw7tLVfefeW-cameo_200.csv_63,"No. 109 sentences A Turkish philanthropist businessman and human rights defender has denied accusations of espionage and attempting to overthrow the government in connection with a failed coup four years ago, telling a court he opposes all efforts to take over power by forc",No. 109 ,"A Turkish philanthropist businessman and human rights defender has denied accusations of espionage and attempting to overthrow the government in connection with a failed coup four years ago, telling a court he opposes all efforts to take over power by forc",TRUE,"[('Source-1', 'Turkish philanthropist businessman', 2), ('Source-1', 'human rights defender', 41), ('Action-1', 'denied accusations of espionage and attempting to overthrow the government', 67)]","[[('Source-1', 'Turkish philanthropist businessman'), ('Action-1', 'denied accusations of espionage and attempting to overthrow the government')], [('Source-1', 'human rights defender'), ('Action-1', 'denied accusations of espionage and attempting to overthrow the government')]]",TRUE,0-Make a Statement,0-1 Make Public Statement,,,,,TRUE,"[('Target-2', 'Turkish philanthropist businessman and human rights defender', 2), ('Source-1', 'Turkish philanthropist businessman and human rights defender', 2), ('Action-1', 'denied accusations', 67), ('Action-2', 'accusations', 74)]","[[('Source-1', 'Turkish philanthropist businessman and human rights defender'), ('Action-1', 'denied accusations')], [('Action-2', 'accusations'), ('Target-2', 'Turkish philanthropist businessman and human rights defender')]]",TRUE,0-Make a Statement,0-1 Make Public Statement,1-Verbal Cooperation,3-11 Disapprove,,,FALSE,[],[],TRUE,"[('Source-1', 'Turkish philanthropist businessman and human rights defender', 2), ('Action-1', 'has denied', 63), ('Action-2', 'attempting to overthrow', 103), ('Target-2', 'government', 131), ('Action-3', 'telling', 191), ('Target-3', 'court', 201)]","[[('Source-1', 'Turkish philanthropist businessman and human rights defender'), ('Action-1', 'has denied')], [('Action-2', 'attempting to overthrow'), ('Target-2', 'government')], [('Action-3', 'telling'), ('Target-3', 'court')], [('Source-1', 'Turkish philanthropist businessman and human rights defender'), ('Action-2', 'attempting to overthrow')], [('Source-1', 'Turkish philanthropist businessman and human rights defender'), ('Action-3', 'telling')]]",TRUE,3-Verbal Conflict,3-13 Threaten,0-Make a Statement,0-1 Make Public Statement,0-Make a Statement,0-1 Make Public Statement
