ids,plain_text,No,sentences,anncomplete_1,entities_1,relations_1,1_Relevant_1,Action1-PentaClass_1,Action1_CAMEO_1,Action2-PentaClass_1,Action2_CAMEO_1,Action3-PentaClass_1,Action3_CAMEO_1,anncomplete_2,entities_2,relations_2,1_Relevant_2,anncomplete_3,entities_3,relations_3,1_Relevant_3,Action1-PentaClass_3,Action1_CAMEO_3,Action2-PentaClass_3,Action2_CAMEO_3,Comments_3,Action3-PentaClass_3,Action3_CAMEO_3,anncomplete_4,entities_4,relations_4,1_Relevant_4,Action1-PentaClass_4,Action1_CAMEO_4,Action2-PentaClass_4,Action2_CAMEO_4,Action3-PentaClass_4,Action3_CAMEO_4,Action4-PentaClass_4,Action4_CAMEO_4,anncomplete_5,entities_5,relations_5,1_Relevant_5,Action1-PentaClass_5,Action1_CAMEO_5,Action2-PentaClass_5,Action2_CAMEO_5,Action3-PentaClass_5,Action3_CAMEO_5,Action4-PentaClass_5,Action4_CAMEO_5
a0_RaFj146Coc2zO4xVwOS4lvqgy-cameo_100.csv_95,"No. 6 sentences Pedestrians wearing protective masks walk along the street as a screen displaying a live broadcast of Chinese President Xi Jinping at the National People's Congress in Beijing, China, on Friday, May 22, 2020.",No. 6 ,"Pedestrians wearing protective masks walk along the street as a screen displaying a live broadcast of Chinese President Xi Jinping at the National People's Congress in Beijing, China, on Friday, May 22, 2020.",True,[],[],False,,,,,,,True,[],[],False,True,[],[],False,,,,,,,,True,[],[],False,,,,,,,,,True,[],[],False,,,,,,,,
aFTh8u0IAhIfaoBwgMSfBHrGgic0-cameo_100.csv_100,No. 1 sentences U.S. Associate Justice Ruth Bader Ginsburg was hospitalized Thursday evening after she became ill following treatment for an iron deficiency.,No. 1 ,U.S. Associate Justice Ruth Bader Ginsburg was hospitalized Thursday evening after she became ill following treatment for an iron deficiency.,True,[],[],False,,,,,,,True,[],[],False,True,[],[],False,,,,,,,,True,[],[],False,,,,,,,,,True,[],[],False,,,,,,,,
aXtIzpYCym.iISnbmm8NuBQUJIkq-cameo_100.csv_12,"No. 89 sentences Since coming to power in June of last year, Philippine President Rodrigo Duterte has become one of Asia's most controversial leaders for his strongman politics and inflammatory statements.",No. 89 ,"Since coming to power in June of last year, Philippine President Rodrigo Duterte has become one of Asia's most controversial leaders for his strongman politics and inflammatory statements.",True,[],[],False,,,,,,,True,[],[],False,True,[],[],False,,,,,,,,True,[],[],False,,,,,,,,,True,[],[],False,,,,,,,,
aWsy2qUnKzrNRQsiVkEysGEOEche-cameo_100.csv_54,"No. 47 sentences Four men have been charged with murder in connection with the slaying of a man at a marijuana grow-house near Hayward in February, authorities said Friday.",No. 47 ,"Four men have been charged with murder in connection with the slaying of a man at a marijuana grow-house near Hayward in February, authorities said Friday.",True,[],[],False,,,,,,,True,[],[],False,True,[],[],False,,,,,,,,True,[],[],False,,,,,,,,,True,[],[],False,,,,,,,,
aYixrXcRkfvSpCiMxt70cA4QBBSq-cameo_100.csv_63,"No. 38 sentences Story highlights Appeals court: Judge's impartiality might be in question because of his past jobs Judge was a U.S. prosecutor in Boston when the defendant allegedly was involved in crime Defendant James ""Whitey"" Bulger faces 19 murder charges",No. 38 ,"Story highlights Appeals court: Judge's impartiality might be in question because of his past jobs Judge was a U.S. prosecutor in Boston when the defendant allegedly was involved in crime Defendant James ""Whitey"" Bulger faces 19 murder charges",True,[],[],False,,,,,,,True,[],[],False,True,"[('Target-1', 'Judge', 32), ('Action-1', 'impartiality might be in question', 40), ('Target-1', 'his', 85), ('Target-1', 'Judge', 99)]","[[('Action-1', 'impartiality might be in question'), ('Target-1', 'Judge')]]",True,3-Verbal Conflict,3-11 Disapprove,,,,,,True,[],[],False,,,,,,,,,True,[],[],False,,,,,,,,
apEU3AZiwduYWOBKXeqoKqRQ86xi-cameo_100.csv_66,"No. 35 sentences  As with most prominent statesmen, the figure of former Israeli President Shimon Peres has not been exempt from criticism and controversy, especially by those who saw him as one of the main stalwarts of Israel's contentious securit",No. 35 ," As with most prominent statesmen, the figure of former Israeli President Shimon Peres has not been exempt from criticism and controversy, especially by those who saw him as one of the main stalwarts of Israel's contentious securit",True,[],[],False,,,,,,,True,[],[],False,True,[],[],False,,,,,,,,True,[],[],False,,,,,,,,,True,[],[],False,,,,,,,,
a.njvboEDYrhLWEp3jz04oNTCHha-cameo_100.csv_25,"No. 76 sentences He added that so far, he had not seen an official note sent to the Russian Foreign Ministry by the US in this regard.",No. 76 ,"He added that so far, he had not seen an official note sent to the Russian Foreign Ministry by the US in this regard.",True,[],[],False,,,,,,,True,[],[],False,True,"[('Action-1', 'had not seen', 25), ('Target-1', 'official note sent to the Russian Foreign Ministry by the US', 41)]","[[('Action-1', 'had not seen'), ('Target-1', 'official note sent to the Russian Foreign Ministry by the US')]]",True,3-Verbal Conflict,3-16 Reduce Relations,,,,,,True,[],[],False,,,,,,,,,True,[],[],False,,,,,,,,
aHflVynSQtot85rhiOg3KTIiev0a-cameo_100.csv_83,"No. 18 sentences Over the past 18 months, President Dmitry Medvedev has signed two laws meant to rein in Russia's notorious pretrial detention system, an institution often used to extract bribes and enforce widespread corruption.",No. 18 ,"Over the past 18 months, President Dmitry Medvedev has signed two laws meant to rein in Russia's notorious pretrial detention system, an institution often used to extract bribes and enforce widespread corruption.",True,[],[],False,,,,,,,True,[],[],False,True,"[('Time', 'Over the past 18 months', 0), ('Source-1', 'President Dmitry Medvedev', 25), ('Action-1', 'signed', 55), ('Location', 'Russia', 88), ('Target-1', 'pretrial detention system', 107)]","[[('Source-1', 'President Dmitry Medvedev'), ('Action-1', 'signed')], [('Action-1', 'signed'), ('Target-1', 'pretrial detention system')]]",True,2-Material Cooperation,2-6 Engage in Material Coop,,,,,,True,"[('Time', 'Over the past 18 months', 0), ('Source-1', 'President Dmitry Medvedev', 25), ('Action-1', 'signed', 55), ('Target-1', ""two laws meant to rein in Russia's notorious pretrial detention system, an institution often used to extract bribes and enforce widespread corruption."", 62)]","[[('Source-1', 'President Dmitry Medvedev'), ('Action-1', 'signed')], [('Action-1', 'signed'), ('Target-1', ""two laws meant to rein in Russia's notorious pretrial detention system, an institution often used to extract bribes and enforce widespread corruption."")]]",True,4-Material Conflict,3-13 Threaten,,,,,,,True,"[('Source-1', 'President Dmitry Medvedev', 25), ('Action-1', 'has signed', 51), ('Action-2', 'to rein in', 77), ('Target-1', 'pretrial detention system', 107)]","[[('Source-1', 'President Dmitry Medvedev'), ('Action-1', 'has signed')], [('Source-1', 'President Dmitry Medvedev'), ('Action-2', 'to rein in')], [('Action-2', 'to rein in'), ('Target-1', 'pretrial detention system')]]",True,2-Material Cooperation,2-6 Engage in Material Coop,4-Material Conflict,3-16 Reduce Relations,,,,
aJANRuQGiQH878s.97zKt_G6Q5A0-cameo_100.csv_60,"No. 41 sentences Mahmud Hams, a photographer for Agence France-Press, was in the building that housed the news service's Gaza City office when it was struck.",No. 41 ,"Mahmud Hams, a photographer for Agence France-Press, was in the building that housed the news service's Gaza City office when it was struck.",True,[],[],False,,,,,,,True,[],[],False,True,"[('Target-1', 'Mahmud Hams, a photographer for Agence France-Press', 0), ('Target-1', ""building that housed the news service's Gaza City office"", 64), ('Location', 'Gaza City', 104), ('Action-1', 'struck', 133)]","[[('Action-1', 'struck'), ('Target-1', ""building that housed the news service's Gaza City office"")]]",True,4-Material Conflict,4-18 Assualt,,,,,,True,[],[],False,,,,,,,,,True,"[('Target-1', ""building that housed the news service's Gaza City office"", 64), ('Action-1', 'was struck', 129)]","[[('Action-1', 'was struck'), ('Target-1', ""building that housed the news service's Gaza City office"")]]",True,4-Material Conflict,4-18 Assualt,,,,,,
aM8Jjlnq_PCaQn5vKaclIXPhZL1m-cameo_100.csv_97,"No. 4 sentences EAST CLEVELAND, Ohio (AP) -- A man died after he was shot by police following a vehicle pursuit that ended when the car he was driving caught fire, authorities said.",No. 4 ,"EAST CLEVELAND, Ohio (AP) -- A man died after he was shot by police following a vehicle pursuit that ended when the car he was driving caught fire, authorities said.",True,[],[],True,,,,,,,True,[],[],False,True,"[('Target-1', 'A man', 29), ('Action-1', 'died', 35), ('Action-1', 'shot', 53), ('Source-1', 'police', 61), ('Source-2', 'authorities', 148), ('Action-2', 'said', 160)]","[[('Source-1', 'police'), ('Action-1', 'shot')], [('Action-1', 'shot'), ('Target-1', 'A man')], [('Source-2', 'authorities'), ('Action-2', 'said')]]",True,4-Material Conflict,4-15 Exhibit Force Posture,0-Make a Statement,0-1 Make Public Statement,,,,True,"[('Location', 'EAST CLEVELAND, Ohio', 0), ('Target-1', 'man', 31), ('Action-1', 'shot', 53), ('Source-1', 'police', 61), ('Source-2', 'authorities', 148), ('Action-2', 'said', 160)]","[[('Source-1', 'police'), ('Action-1', 'shot')], [('Action-1', 'shot'), ('Target-1', 'man')], [('Source-2', 'authorities'), ('Action-2', 'said')]]",True,4-Material Conflict,4-19 Fight,0-Make a Statement,0-1 Make Public Statement,,,,,True,"[('Location', 'EAST CLEVELAND, Ohio', 0), ('Target-1', 'man', 31), ('Action-1', 'died', 35), ('Action-1', 'was shot', 49), ('Source-1', 'police', 61), ('Action-1', 'following a vehicle pursuit', 68), ('Source-2', 'authorities', 148), ('Action-2', 'said', 160)]","[[('Source-1', 'police'), ('Action-1', 'was shot')], [('Source-1', 'police'), ('Action-1', 'following a vehicle pursuit')], [('Target-1', 'man'), ('Action-1', 'died')], [('Action-1', 'was shot'), ('Target-1', 'man')], [('Action-1', 'following a vehicle pursuit'), ('Target-1', 'man')], [('Source-2', 'authorities'), ('Action-2', 'said')]]",True,4-Material Conflict,4-18 Assualt,0-Make a Statement,0-1 Make Public Statement,,,,
aZqkncwPk5hqZfE5TFThBNyM1Psu-cameo_100.csv_88,"No. 13 sentences BLUE SPRINGS, Mo. (AP) -- A suburban Kansas City man has died of his injuries in a shooting at a Blue Springs home that also killed a woman, police said.",No. 13 ,"BLUE SPRINGS, Mo. (AP) -- A suburban Kansas City man has died of his injuries in a shooting at a Blue Springs home that also killed a woman, police said.",True,[],[],True,,,,,,,True,[],[],False,True,"[('Location', 'BLUE SPRINGS, Mo.', 0), ('Location', 'Kansas City', 37), ('Target-1', 'man', 49), ('Action-1', 'died', 57), ('Action-1', 'injuries', 69), ('Action-1', 'shooting', 83), ('Location', 'Blue Springs', 97), ('Action-1', 'killed', 125), ('Target-1', 'woman', 134), ('Source-2', 'police', 141), ('Action-2', 'said', 148)]","[[('Action-1', 'died'), ('Target-1', 'man')], [('Action-1', 'injuries'), ('Target-1', 'man')], [('Action-1', 'shooting'), ('Target-1', 'man')], [('Action-1', 'shooting'), ('Target-1', 'woman')], [('Action-1', 'killed'), ('Target-1', 'woman')], [('Source-2', 'police'), ('Action-2', 'said')]]",True,4-Material Conflict,4-18 Assualt,0-Make a Statement,0-1 Make Public Statement,,,,True,"[('Location', 'BLUE SPRINGS, Mo', 0), ('Location', 'A suburban Kansas City', 26), ('Target-1', 'man', 49), ('Action-1', 'died', 57), ('Action-2', 'shooting', 83), ('Location', 'Blue Springs home', 97), ('Action-2', 'killed', 125), ('Target-2', 'woman', 134), ('Source-3', 'police', 141), ('Action-3', 'said', 148)]","[[('Action-1', 'died'), ('Target-1', 'man')], [('Action-2', 'shooting'), ('Target-2', 'woman')], [('Action-2', 'killed'), ('Target-2', 'woman')], [('Source-3', 'police'), ('Action-3', 'said')]]",True,4-Material Conflict,4-19 Fight,4-Material Conflict,4-19 Fight,0-Make a Statement,0-1 Make Public Statement,,,True,[],[],False,,,,,,,,
a98fFjoK8Dc3KrSTDuXav6T17YrK-cameo_100.csv_67,"No. 34 sentences Thick black smoke and towering orange flames shot up Friday after two trailers of highly unstable compounds blew up at a flooded Houston-area chemical plant, the second fire there in two days.",No. 34 ,"Thick black smoke and towering orange flames shot up Friday after two trailers of highly unstable compounds blew up at a flooded Houston-area chemical plant, the second fire there in two days.",True,[],[],False,,,,,,,True,[],[],False,True,[],[],False,,,,,,,,True,[],[],False,,,,,,,,,True,[],[],False,,,,,,,,
ak3i6muEqGdgXrPrtLl5v0Xq2nJq-cameo_100.csv_92,"No. 9 sentences BAGHDAD, April 9 (Xinhua) -- At least two security forces members were killed and seven others injured Monday in a clash with four suicide bombers from the extremist Islamic State (IS) group in the western Iraqi province of Anbar, a local security source s",No. 9 ,"BAGHDAD, April 9 (Xinhua) -- At least two security forces members were killed and seven others injured Monday in a clash with four suicide bombers from the extremist Islamic State (IS) group in the western Iraqi province of Anbar, a local security source s",True,"[('Time', 'April 9', 9), ('Target-1', 'security forces', 42), ('Action-1', 'killed', 71), ('Action-2', 'injured', 95), ('Time', 'Monday', 103), ('Source-1', 'suicide bombers', 131), ('Location', 'western Iraqi province of Anbar', 198)]",[],True,,,,,,,True,"[('Time', 'April 9', 9), ('Target-1', 'security forces', 42), ('Action-1', 'killed', 71), ('Action-1', 'injured', 95), ('Source-1', 'suicide bombers', 131), ('Source-1', 'Islamic State', 166), ('Source-1', 'IS', 181), ('Location', 'Anbar', 224)]","[[('Source-1', 'suicide bombers'), ('Action-1', 'killed')], [('Source-1', 'Islamic State'), ('Action-1', 'injured')], [('Target-1', 'security forces'), ('Action-1', 'killed')]]",True,True,"[('Location', 'BAGHDAD', 0), ('Target-1', 'security forces members', 42), ('Action-1', 'killed', 71), ('Action-1', 'injured', 95), ('Time', 'Monday', 103), ('Action-1', 'clash', 115), ('Source-1', 'suicide bombers from the extremist Islamic State (IS) group', 131), ('Location', 'western Iraqi province of Anbar', 198)]","[[('Source-1', 'suicide bombers from the extremist Islamic State (IS) group'), ('Action-1', 'killed')], [('Source-1', 'suicide bombers from the extremist Islamic State (IS) group'), ('Action-1', 'clash')], [('Source-1', 'suicide bombers from the extremist Islamic State (IS) group'), ('Action-1', 'injured')], [('Action-1', 'killed'), ('Target-1', 'security forces members')], [('Action-1', 'injured'), ('Target-1', 'security forces members')], [('Action-1', 'clash'), ('Target-1', 'security forces members')]]",True,4-Material Conflict,4-18 Assualt,,,,,,True,"[('Location', 'BAGHDAD', 0), ('Time', 'April 9', 9), ('Target-1', 'At least two security forces members', 29), ('Action-1', 'killed', 71), ('Target-1', 'seven others', 82), ('Action-1', 'injured', 95), ('Source-1', 'four suicide bombers from the extremist Islamic State (IS)', 126), ('Location', 'western Iraqi province of Anbar', 198)]","[[('Source-1', 'four suicide bombers from the extremist Islamic State (IS)'), ('Action-1', 'killed')], [('Source-1', 'four suicide bombers from the extremist Islamic State (IS)'), ('Action-1', 'injured')], [('Action-1', 'killed'), ('Target-1', 'At least two security forces members')], [('Action-1', 'injured'), ('Target-1', 'seven others')]]",True,4-Material Conflict,4-19 Fight,4-Material Conflict,4-19 Fight,,,,,True,"[('Target-1', 'security forces members', 42), ('Action-1', 'were killed', 66), ('Target-1', 'others', 88), ('Action-1', 'injured', 95), ('Time', 'Monday', 103), ('Action-1', 'a clash', 113), ('Source-1', 'suicide bombers', 131), ('Location', 'western Iraqi province of Anbar', 198)]","[[('Source-1', 'suicide bombers'), ('Action-1', 'a clash')], [('Source-1', 'suicide bombers'), ('Action-1', 'injured')], [('Source-1', 'suicide bombers'), ('Action-1', 'were killed')], [('Action-1', 'were killed'), ('Target-1', 'security forces members')], [('Action-1', 'injured'), ('Target-1', 'others')], [('Action-1', 'a clash'), ('Target-1', 'security forces members')]]",True,4-Material Conflict,4-19 Fight,,,,,,
aVuZScTNI9aWp_AjUadNZzuPESWi-cameo_100.csv_28,No. 73 sentences A TROUBLED Catholic priest who was accused of molesting a boy in The Bronx several years ago was arrested by state police on charges of aggravated harassment and stalking of an upstate New York man and his family.,No. 73 ,A TROUBLED Catholic priest who was accused of molesting a boy in The Bronx several years ago was arrested by state police on charges of aggravated harassment and stalking of an upstate New York man and his family.,True,[],[],False,,,,,,,True,[],[],False,True,"[('Target-1', 'Catholic priest', 11), ('Location', 'The Bronx', 65), ('Time', 'several years ago', 75), ('Action-1', 'arrested', 97), ('Source-1', 'state police', 109), ('Action-1', 'charges of aggravated harassment and stalking of an upstate New York man and his family', 125)]","[[('Source-1', 'state police'), ('Action-1', 'arrested')], [('Source-1', 'state police'), ('Action-1', 'charges of aggravated harassment and stalking of an upstate New York man and his family')], [('Action-1', 'arrested'), ('Target-1', 'Catholic priest')], [('Action-1', 'charges of aggravated harassment and stalking of an upstate New York man and his family'), ('Target-1', 'Catholic priest')]]",True,4-Material Conflict,4-17 Coerce,,,,,,True,[],[],False,,,,,,,,,True,"[('Target-3', 'Catholic priest', 11), ('Action-1', 'was accused', 31), ('Action-2', 'molesting', 46), ('Target-2', 'a boy', 56), ('Location', 'The Bronx', 65), ('Action-3', 'was arrested', 93), ('Source-3', 'state police', 109), ('Action-2', 'stalking', 162), ('Target-2', 'man', 194), ('Target-2', 'family', 206)]","[[('Action-2', 'molesting'), ('Target-2', 'a boy')], [('Action-2', 'stalking'), ('Target-2', 'man')], [('Action-2', 'stalking'), ('Target-2', 'family')], [('Source-3', 'state police'), ('Action-3', 'was arrested')], [('Action-3', 'was arrested'), ('Target-3', 'Catholic priest')], [('Action-1', 'was accused'), ('Target-3', 'Catholic priest')]]",True,3-Verbal Conflict,3-11 Disapprove,4-Material Conflict,4-17 Coerce,4-Material Conflict,4-17 Coerce,,
aJK_74is41On.5imXGAQlF2Z.xoK-cameo_100.csv_34,No. 67 sentences Four men were indicted by a federal grand jury in Brooklyn Friday for an alleged plot to blow up New York's John F. Kennedy International Airport.,No. 67 ,Four men were indicted by a federal grand jury in Brooklyn Friday for an alleged plot to blow up New York's John F. Kennedy International Airport.,True,[],[],True,,,,,,,True,"[('Source-1', 'men', 5), ('Action-1', 'plot to blow up', 81), ('Target-1', 'John F. Kennedy International Airport', 108)]",[],True,True,"[('Target-1', 'men', 5), ('Source-2', 'men', 5), ('Action-1', 'indicted', 14), ('Source-1', 'federal grand jury', 28), ('Location', 'Brooklyn', 50), ('Time', 'Friday', 59), ('Action-2', 'alleged plot to blow up', 73), ('Target-2', ""New York's John F. Kennedy International Airport"", 97)]","[[('Source-1', 'federal grand jury'), ('Action-1', 'indicted')], [('Action-1', 'indicted'), ('Target-1', 'men')], [('Source-2', 'men'), ('Action-2', 'alleged plot to blow up')], [('Action-2', 'alleged plot to blow up'), ('Target-2', ""New York's John F. Kennedy International Airport"")]]",True,4-Material Conflict,4-17 Coerce,4-Material Conflict,4-18 Assualt,Men should be T1 and S1,,,True,"[('Target-1', 'Four men', 0), ('Source-2', 'Four men', 0), ('Action-1', 'indicted', 14), ('Source-1', 'federal grand jury', 28), ('Location', 'Brooklyn', 50), ('Time', 'Friday', 59), ('Action-2', 'plot to blow up', 81), ('Target-2', ""New York's John F. Kennedy International Airport."", 97)]","[[('Action-1', 'indicted'), ('Source-1', 'federal grand jury')], [('Target-1', 'Four men'), ('Action-1', 'indicted')], [('Source-2', 'Four men'), ('Action-2', 'plot to blow up')], [('Action-2', 'plot to blow up'), ('Target-2', ""New York's John F. Kennedy International Airport."")]]",True,4-Material Conflict,4-17 Coerce,4-Material Conflict,4-18 Assualt,,,,,True,"[('Target-1', 'men', 5), ('Source-2', 'men', 5), ('Action-1', 'were indicted', 9), ('Source-1', 'federal grand jury', 28), ('Location', 'Brooklyn', 50), ('Time', 'Friday', 59), ('Action-2', 'plot to blow up', 81)]","[[('Source-1', 'federal grand jury'), ('Action-1', 'were indicted')], [('Action-1', 'were indicted'), ('Target-1', 'men')], [('Source-2', 'men'), ('Action-2', 'plot to blow up')]]",True,4-Material Conflict,4-17 Coerce,3-Verbal Conflict,3-13 Threaten,,,,
a_Mwc5t5OYRulAC3eFPwPv29Y.c0-cameo_100.csv_46,"No. 55 sentences City Councilman Miguel A. Pulido lashed out at a political opponent Tuesday, accusing her campaign of hiring a detective to investigate whether he lives in the city and qualifies as a resident.",No. 55 ,"City Councilman Miguel A. Pulido lashed out at a political opponent Tuesday, accusing her campaign of hiring a detective to investigate whether he lives in the city and qualifies as a resident.",True,"[('Source-1', 'City Councilman Miguel A. Pulido', 0), ('Action-1', 'lashed out', 33), ('Target-1', 'political opponent', 49), ('Time', 'Tuesday', 68)]",[],True,0-Make a Statement,0-1 Make Public Statement,,,,,True,[],[],True,True,"[('Source-1', 'City Councilman Miguel A. Pulido', 0), ('Action-1', 'lashed out', 33), ('Target-1', 'political opponent', 49), ('Time', 'Tuesday', 68), ('Action-1', 'accusing', 77), ('Target-1', 'her campaign', 86)]","[[('Source-1', 'City Councilman Miguel A. Pulido'), ('Action-1', 'lashed out')], [('Source-1', 'City Councilman Miguel A. Pulido'), ('Action-1', 'accusing')], [('Action-1', 'lashed out'), ('Target-1', 'political opponent')], [('Action-1', 'lashed out'), ('Target-1', 'her campaign')], [('Action-1', 'accusing'), ('Target-1', 'political opponent')], [('Action-1', 'accusing'), ('Target-1', 'her campaign')]]",True,3-Verbal Conflict,3-11 Disapprove,,,,,,True,"[('Source-1', 'City Councilman Miguel A. Pulido', 0), ('Action-1', 'lashed out', 33), ('Target-1', 'political opponent', 49), ('Action-1', 'accusing', 77)]","[[('Source-1', 'City Councilman Miguel A. Pulido'), ('Action-1', 'lashed out')], [('Source-1', 'City Councilman Miguel A. Pulido'), ('Action-1', 'accusing')], [('Action-1', 'lashed out'), ('Target-1', 'political opponent')], [('Action-1', 'accusing'), ('Target-1', 'political opponent')]]",True,3-Verbal Conflict,3-11 Disapprove,,,,,,,True,"[('Source-1', 'City Councilman Miguel A. Pulido', 0), ('Action-1', 'lashed out', 33), ('Target-1', 'political opponent', 49), ('Time', 'Tuesday', 68), ('Action-1', 'accusing', 77), ('Source-2', 'campaign', 90), ('Action-2', 'hiring', 102), ('Source-3', 'detective', 111), ('Target-2', 'detective', 111), ('Action-3', 'to investigate', 121)]","[[('Source-1', 'City Councilman Miguel A. Pulido'), ('Action-1', 'lashed out')], [('Source-1', 'City Councilman Miguel A. Pulido'), ('Action-1', 'accusing')], [('Action-1', 'lashed out'), ('Target-1', 'political opponent')], [('Action-1', 'accusing'), ('Target-1', 'political opponent')], [('Source-2', 'campaign'), ('Action-2', 'hiring')], [('Action-2', 'hiring'), ('Target-2', 'detective')], [('Source-3', 'detective'), ('Action-3', 'to investigate')], [('Action-3', 'to investigate'), ('Target-1', 'political opponent')]]",True,3-Verbal Conflict,3-11 Disapprove,2-Material Cooperation,2-6 Engage in Material Coop,3-Verbal Conflict,3-9 Investigate,,
aqMgOr50HcVkWQTrD3qajkb.UymS-cameo_100.csv_48,"No. 53 sentences U.S. President Donald Trump delivers remarks to U.S. troops in an unannounced visit to Bagram Air Base, Afghanistan, November 28, 2019.",No. 53 ,"U.S. President Donald Trump delivers remarks to U.S. troops in an unannounced visit to Bagram Air Base, Afghanistan, November 28, 2019.",True,"[('Source-1', 'U.S. President Donald Trump', 0), ('Action-1', 'remarks', 37), ('Target-1', 'U.S. troops', 48), ('Location', 'Afghanistan', 104), ('Time', 'November 28, 2019', 117)]",[],True,,,,,,,True,[],[],True,True,"[('Source-1', 'U.S. President Donald Trump', 0), ('Action-1', 'delivers remarks', 28), ('Target-1', 'U.S. troops', 48), ('Action-1', 'unannounced visit', 66), ('Location', 'Bagram Air Base, Afghanistan', 87), ('Time', 'November 28, 2019', 117)]","[[('Source-1', 'U.S. President Donald Trump'), ('Action-1', 'delivers remarks')], [('Source-1', 'U.S. President Donald Trump'), ('Action-1', 'unannounced visit')], [('Action-1', 'delivers remarks'), ('Target-1', 'U.S. troops')], [('Action-1', 'unannounced visit'), ('Target-1', 'U.S. troops')]]",True,0-Make a Statement,0-1 Make Public Statement,,,,,,True,"[('Source-1', 'U.S. President Donald Trump', 0), ('Action-1', 'delivers remarks', 28), ('Target-1', 'U.S. troops', 48), ('Location', 'Bagram Air Base, Afghanistan', 87), ('Time', 'November 28, 2019', 117)]","[[('Source-1', 'U.S. President Donald Trump'), ('Action-1', 'delivers remarks')], [('Action-1', 'delivers remarks'), ('Target-1', 'U.S. troops')]]",True,0-Make a Statement,0-1 Make Public Statement,,,,,,,True,"[('Source-1', 'U.S. President Donald Trump', 0), ('Action-1', 'delivers remarks', 28), ('Target-1', 'U.S. troops', 48), ('Location', 'Bagram Air Base, Afghanistan', 87), ('Time', 'November 28, 2019', 117)]","[[('Source-1', 'U.S. President Donald Trump'), ('Action-1', 'delivers remarks')], [('Action-1', 'delivers remarks'), ('Target-1', 'U.S. troops')]]",True,0-Make a Statement,0-1 Make Public Statement,,,,,,
av3eRZnLyNVafprU__fKsw9fao.C-cameo_100.csv_98,"No. 3 sentences  An all-girls robotics team from Afghanistan selected for an international robotics competition in Washington, D.C. this month will have to watch their robot compete from afar after its members were denied visas by the U.S. State Department.",No. 3 ," An all-girls robotics team from Afghanistan selected for an international robotics competition in Washington, D.C. this month will have to watch their robot compete from afar after its members were denied visas by the U.S. State Department.",True,"[('Target-1', 'all-girls robotics team from Afghanistan', 4), ('Action-1', 'denied visas', 199), ('Source-1', 'U.S. State Department', 219)]",[],True,4-Material Conflict,3-16 Reduce Relations,,,,,True,[],[],True,True,"[('Target-1', 'all-girls robotics team from Afghanistan', 4), ('Action-1', 'denied visas', 199), ('Source-1', 'U.S. State Department', 219)]","[[('Source-1', 'U.S. State Department'), ('Action-1', 'denied visas')], [('Action-1', 'denied visas'), ('Target-1', 'all-girls robotics team from Afghanistan')]]",True,4-Material Conflict,3-16 Reduce Relations,,,,,,True,"[('Target-1', 'An all-girls robotics team from Afghanistan', 1), ('Location', 'Washington, D.C', 99), ('Action-1', 'denied visas', 199), ('Source-1', 'U.S. State Department.', 219)]","[[('Source-1', 'U.S. State Department.'), ('Action-1', 'denied visas')], [('Action-1', 'denied visas'), ('Target-1', 'An all-girls robotics team from Afghanistan')]]",True,3-Verbal Conflict,3-12 Reject,,,,,,,True,"[('Target-1', 'team from Afghanistan', 23), ('Location', 'Washington, D.C.', 99), ('Time', 'this month', 116), ('Action-1', 'were denied visas', 194), ('Source-1', 'U.S. State Department', 219)]","[[('Action-1', 'were denied visas'), ('Source-1', 'U.S. State Department')], [('Action-1', 'were denied visas'), ('Target-1', 'team from Afghanistan')]]",True,3-Verbal Conflict,3-16 Reduce Relations,,,,,,
